"","VCF0004","VCF0101","VCF0110","VCF0901a","VCF0114","VCF0105b","VCF0104","VCF0147","VCF0303","VCF0116","VCF9025"
"41661",1998,39,"2. High school (12 grades or fewer, incl. non-college",42,"1. 0 to 16 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"41662",1998,43,"4. College or advanced degree (no cases 1948)",42,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","2. Independents","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"41663",1998,83,"2. High school (12 grades or fewer, incl. non-college",42,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","5. Widowed","1. Democrats (including leaners)","5. Retired","9. DK; NA; did not vote; DK/NA/refused to say if"
"41664",1998,27,"2. High school (12 grades or fewer, incl. non-college",47,"1. 0 to 16 percentile","1. White non-Hispanic","2. Female","1. Married","2. Independents","6. Permanently disabled","9. DK; NA; did not vote; DK/NA/refused to say if"
"41665",1998,45,"4. College or advanced degree (no cases 1948)",47,"5. 96 to 100 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"41666",1998,32,"4. College or advanced degree (no cases 1948)",19,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"41667",1998,62,"2. High school (12 grades or fewer, incl. non-college",19,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","5. Widowed","1. Democrats (including leaners)","5. Retired","2. Republican"
"41668",1998,21,"3. Some college (13 grades or more but no degree;",55,"1. 0 to 16 percentile","4. Other or multiple races, non-Hispanic","2. Female","2. Never married","1. Democrats (including leaners)","8. Student","9. DK; NA; did not vote; DK/NA/refused to say if"
"41669",1998,20,"3. Some college (13 grades or more but no degree;",55,"1. 0 to 16 percentile","1. White non-Hispanic","2. Female","2. Never married","1. Democrats (including leaners)","8. Student","1. Democrat"
"41670",1998,40,"4. College or advanced degree (no cases 1948)",55,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"41671",1998,63,"2. High school (12 grades or fewer, incl. non-college",9,"3. 34 to 67 percentile","2. Black non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","6. Permanently disabled","1. Democrat"
"41672",1998,82,"1. Grade school or less (0-8 grades)",42,"1. 0 to 16 percentile","1. White non-Hispanic","2. Female","5. Widowed","1. Democrats (including leaners)","5. Retired","9. DK; NA; did not vote; DK/NA/refused to say if"
"41673",1998,39,"2. High school (12 grades or fewer, incl. non-college",42,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","2. Never married","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"41674",1998,66,"2. High school (12 grades or fewer, incl. non-college",42,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","5. Retired","9. DK; NA; did not vote; DK/NA/refused to say if"
"41675",1998,86,"4. College or advanced degree (no cases 1948)",27,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","5. Widowed","1. Democrats (including leaners)","5. Retired","2. Republican"
"41676",1998,52,"2. High school (12 grades or fewer, incl. non-college",47,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"41677",1998,40,"4. College or advanced degree (no cases 1948)",49,"5. 96 to 100 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","7. Homemaker","0. No gubernatorial race in state (includes Washington"
"41678",1998,21,"3. Some college (13 grades or more but no degree;",49,"2. 17 to 33 percentile","1. White non-Hispanic","1. Male","2. Never married","2. Independents","8. Student","0. No gubernatorial race in state (includes Washington"
"41679",1998,63,"2. High school (12 grades or fewer, incl. non-college",49,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","5. Retired","0. No gubernatorial race in state (includes Washington"
"41680",1998,20,"3. Some college (13 grades or more but no degree;",49,"1. 0 to 16 percentile","1. White non-Hispanic","2. Female","2. Never married","1. Democrats (including leaners)","7. Homemaker","0. No gubernatorial race in state (includes Washington"
"41681",1998,38,"3. Some college (13 grades or more but no degree;",49,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","3. Divorced","3. Republicans (including leaners)","7. Homemaker","0. No gubernatorial race in state (includes Washington"
"41682",1998,77,"2. High school (12 grades or fewer, incl. non-college",51,"1. 0 to 16 percentile","1. White non-Hispanic","2. Female","3. Divorced","3. Republicans (including leaners)","5. Retired","0. No gubernatorial race in state (includes Washington"
"41683",1998,57,"4. College or advanced degree (no cases 1948)",51,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","3. Divorced","3. Republicans (including leaners)","5. Retired","0. No gubernatorial race in state (includes Washington"
"41684",1998,79,"1. Grade school or less (0-8 grades)",51,"1. 0 to 16 percentile","1. White non-Hispanic","1. Male","5. Widowed","1. Democrats (including leaners)","5. Retired","0. No gubernatorial race in state (includes Washington"
"41685",1998,43,"3. Some college (13 grades or more but no degree;",51,"1. 0 to 16 percentile","1. White non-Hispanic","1. Male","2. Never married","1. Democrats (including leaners)","2. Temporarily laid off","0. No gubernatorial race in state (includes Washington"
"41686",1998,48,"3. Some college (13 grades or more but no degree;",51,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","3. Divorced","1. Democrats (including leaners)","6. Permanently disabled","0. No gubernatorial race in state (includes Washington"
"41687",1998,61,"2. High school (12 grades or fewer, incl. non-college",51,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"41688",1998,34,"3. Some college (13 grades or more but no degree;",51,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","2. Never married","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"41689",1998,52,"2. High school (12 grades or fewer, incl. non-college",36,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"41690",1998,81,"2. High school (12 grades or fewer, incl. non-college",36,"2. 17 to 33 percentile","1. White non-Hispanic","1. Male","5. Widowed","3. Republicans (including leaners)","5. Retired","2. Republican"
"41691",1998,66,"4. College or advanced degree (no cases 1948)",47,"4. 68 to 95 percentile","2. Black non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","5. Retired","1. Democrat"
"41692",1998,76,"4. College or advanced degree (no cases 1948)",51,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","5. Retired","0. No gubernatorial race in state (includes Washington"
"41693",1998,58,"4. College or advanced degree (no cases 1948)",51,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"41694",1998,43,"4. College or advanced degree (no cases 1948)",51,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"41695",1998,38,"4. College or advanced degree (no cases 1948)",51,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","7. Homemaker","0. No gubernatorial race in state (includes Washington"
"41696",1998,49,"2. High school (12 grades or fewer, incl. non-college",51,"1. 0 to 16 percentile","2. Black non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"41697",1998,72,"2. High school (12 grades or fewer, incl. non-college",47,"2. 17 to 33 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","5. Retired","1. Democrat"
"41698",1998,23,"2. High school (12 grades or fewer, incl. non-college",47,"1. 0 to 16 percentile","2. Black non-Hispanic","2. Female","2. Never married","2. Independents","7. Homemaker","9. DK; NA; did not vote; DK/NA/refused to say if"
"41699",1998,66,"3. Some college (13 grades or more but no degree;",47,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","5. Retired","2. Republican"
"41700",1998,24,"2. High school (12 grades or fewer, incl. non-college",47,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","3. Divorced","3. Republicans (including leaners)","1. Working now","2. Republican"
"41701",1998,52,"4. College or advanced degree (no cases 1948)",41,"5. 96 to 100 percentile","9. Missing, DK/REF/NA","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"41702",1998,46,"3. Some college (13 grades or more but no degree;",41,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"41703",1998,58,"4. College or advanced degree (no cases 1948)",41,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"41704",1998,48,"3. Some college (13 grades or more but no degree;",41,"2. 17 to 33 percentile","1. White non-Hispanic","1. Male","2. Never married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"41705",1998,90,"3. Some college (13 grades or more but no degree;",41,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","5. Widowed","2. Independents","5. Retired","1. Democrat"
"41706",1998,69,"2. High school (12 grades or fewer, incl. non-college",41,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","7. Homemaker","1. Democrat"
"41707",1998,56,"3. Some college (13 grades or more but no degree;",55,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","2. Republican"
"41708",1998,48,"2. High school (12 grades or fewer, incl. non-college",29,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","5. Widowed","2. Independents","1. Working now","0. No gubernatorial race in state (includes Washington"
"41709",1998,37,"4. College or advanced degree (no cases 1948)",29,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","7. Homemaker","0. No gubernatorial race in state (includes Washington"
"41710",1998,50,"4. College or advanced degree (no cases 1948)",55,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","3. Divorced","3. Republicans (including leaners)","1. Working now","2. Republican"
"41711",1998,39,"2. High school (12 grades or fewer, incl. non-college",29,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","7. Homemaker","0. No gubernatorial race in state (includes Washington"
"41712",1998,44,"2. High school (12 grades or fewer, incl. non-college",18,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"41713",1998,75,"2. High school (12 grades or fewer, incl. non-college",18,"2. 17 to 33 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","5. Retired","0. No gubernatorial race in state (includes Washington"
"41714",1998,64,"2. High school (12 grades or fewer, incl. non-college",18,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","5. Retired","0. No gubernatorial race in state (includes Washington"
"41715",1998,44,"4. College or advanced degree (no cases 1948)",18,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","3. Divorced","3. Republicans (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"41716",1998,74,"2. High school (12 grades or fewer, incl. non-college",13,"1. 0 to 16 percentile","1. White non-Hispanic","2. Female","5. Widowed","2. Independents","5. Retired","9. DK; NA; did not vote; DK/NA/refused to say if"
"41717",1998,57,"1. Grade school or less (0-8 grades)",1,"1. 0 to 16 percentile","2. Black non-Hispanic","2. Female","5. Widowed","3. Republicans (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"41718",1998,41,"2. High school (12 grades or fewer, incl. non-college",13,"2. 17 to 33 percentile","2. Black non-Hispanic","1. Male","3. Divorced","1. Democrats (including leaners)","4. Unemployed","9. DK; NA; did not vote; DK/NA/refused to say if"
"41719",1998,49,"4. College or advanced degree (no cases 1948)",13,"2. 17 to 33 percentile","1. White non-Hispanic","1. Male","2. Never married","3. Republicans (including leaners)","1. Working now","2. Republican"
"41720",1998,32,"3. Some college (13 grades or more but no degree;",13,"2. 17 to 33 percentile","2. Black non-Hispanic","2. Female","4. Separated","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"41721",1998,69,"2. High school (12 grades or fewer, incl. non-college",34,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","5. Widowed","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"41722",1998,64,"3. Some college (13 grades or more but no degree;",42,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","5. Widowed","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"41723",1998,20,"3. Some college (13 grades or more but no degree;",51,"1. 0 to 16 percentile","1. White non-Hispanic","1. Male","2. Never married","1. Democrats (including leaners)","8. Student","0. No gubernatorial race in state (includes Washington"
"41724",1998,32,"4. College or advanced degree (no cases 1948)",51,"5. 96 to 100 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"41725",1998,25,"4. College or advanced degree (no cases 1948)",12,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","2. Never married","3. Republicans (including leaners)","8. Student","9. DK; NA; did not vote; DK/NA/refused to say if"
"41726",1998,58,"3. Some college (13 grades or more but no degree;",55,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","2. Republican"
"41727",1998,72,"4. College or advanced degree (no cases 1948)",55,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","5. Retired","9. DK; NA; did not vote; DK/NA/refused to say if"
"41728",1998,65,"2. High school (12 grades or fewer, incl. non-college",55,"1. 0 to 16 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","5. Retired","2. Republican"
"41729",1998,39,"2. High school (12 grades or fewer, incl. non-college",55,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","2. Never married","3. Republicans (including leaners)","1. Working now","2. Republican"
"41730",1998,71,"2. High school (12 grades or fewer, incl. non-college",55,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","5. Widowed","1. Democrats (including leaners)","1. Working now","2. Republican"
"41731",1998,62,"2. High school (12 grades or fewer, incl. non-college",24,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","5. Retired","1. Democrat"
"41732",1998,29,"4. College or advanced degree (no cases 1948)",24,"5. 96 to 100 percentile","2. Black non-Hispanic","2. Female","2. Never married","1. Democrats (including leaners)","2. Temporarily laid off","9. DK; NA; did not vote; DK/NA/refused to say if"
"41733",1998,68,"2. High school (12 grades or fewer, incl. non-college",24,"1. 0 to 16 percentile","2. Black non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","5. Retired","1. Democrat"
"41734",1998,61,"1. Grade school or less (0-8 grades)",13,"1. 0 to 16 percentile","1. White non-Hispanic","1. Male","1. Married","2. Independents","6. Permanently disabled","9. DK; NA; did not vote; DK/NA/refused to say if"
"41735",1998,38,"4. College or advanced degree (no cases 1948)",13,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","7. Homemaker","2. Republican"
"41736",1998,18,"2. High school (12 grades or fewer, incl. non-college",13,"2. 17 to 33 percentile","3. Hispanic","1. Male","2. Never married","3. Republicans (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"41737",1998,42,"3. Some college (13 grades or more but no degree;",49,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","3. Divorced","3. Republicans (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"41738",1998,78,"4. College or advanced degree (no cases 1948)",49,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","5. Retired","0. No gubernatorial race in state (includes Washington"
"41739",1998,22,"2. High school (12 grades or fewer, incl. non-college",49,"3. 34 to 67 percentile","4. Other or multiple races, non-Hispanic","1. Male","2. Never married","2. Independents","1. Working now","0. No gubernatorial race in state (includes Washington"
"41740",1998,24,"2. High school (12 grades or fewer, incl. non-college",49,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","2. Never married","2. Independents","1. Working now","0. No gubernatorial race in state (includes Washington"
"41741",1998,41,"2. High school (12 grades or fewer, incl. non-college",49,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","3. Divorced","3. Republicans (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"41742",1998,58,"4. College or advanced degree (no cases 1948)",24,"4. 68 to 95 percentile","2. Black non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"41743",1998,75,"4. College or advanced degree (no cases 1948)",24,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","5. Retired","1. Democrat"
"41744",1998,49,"4. College or advanced degree (no cases 1948)",24,"5. 96 to 100 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"41745",1998,64,"3. Some college (13 grades or more but no degree;",24,"2. 17 to 33 percentile","2. Black non-Hispanic","2. Female","5. Widowed","1. Democrats (including leaners)","5. Retired","1. Democrat"
"41746",1998,69,"4. College or advanced degree (no cases 1948)",13,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","5. Retired","1. Democrat"
"41747",1998,34,"3. Some college (13 grades or more but no degree;",13,"3. 34 to 67 percentile","2. Black non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"41748",1998,19,"2. High school (12 grades or fewer, incl. non-college",1,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","7. Homemaker","1. Democrat"
"41749",1998,42,"3. Some college (13 grades or more but no degree;",1,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","5. Widowed","3. Republicans (including leaners)","1. Working now","1. Democrat"
"41750",1998,87,"4. College or advanced degree (no cases 1948)",1,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","5. Widowed","3. Republicans (including leaners)","5. Retired","2. Republican"
"41751",1998,48,"4. College or advanced degree (no cases 1948)",1,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","7. Homemaker","2. Republican"
"41752",1998,84,"1. Grade school or less (0-8 grades)",1,"2. 17 to 33 percentile","1. White non-Hispanic","1. Male","5. Widowed","1. Democrats (including leaners)","5. Retired","9. DK; NA; did not vote; DK/NA/refused to say if"
"41753",1998,80,"2. High school (12 grades or fewer, incl. non-college",18,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","4. Unemployed","0. No gubernatorial race in state (includes Washington"
"41754",1998,73,"3. Some college (13 grades or more but no degree;",19,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","5. Widowed","1. Democrats (including leaners)","5. Retired","1. Democrat"
"41755",1998,64,"2. High school (12 grades or fewer, incl. non-college",36,"1. 0 to 16 percentile","1. White non-Hispanic","1. Male","1. Married","2. Independents","5. Retired","2. Republican"
"41756",1998,65,"4. College or advanced degree (no cases 1948)",36,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","2. Temporarily laid off","2. Republican"
"41757",1998,80,"2. High school (12 grades or fewer, incl. non-college",36,"2. 17 to 33 percentile","2. Black non-Hispanic","2. Female","4. Separated","1. Democrats (including leaners)","7. Homemaker","1. Democrat"
"41758",1998,63,"2. High school (12 grades or fewer, incl. non-college",36,"3. 34 to 67 percentile","2. Black non-Hispanic","2. Female","5. Widowed","1. Democrats (including leaners)","5. Retired","1. Democrat"
"41759",1998,40,"2. High school (12 grades or fewer, incl. non-college",42,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"41760",1998,40,"4. College or advanced degree (no cases 1948)",47,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"41761",1998,26,"2. High school (12 grades or fewer, incl. non-college",47,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","2. Never married","2. Independents","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"41762",1998,31,"2. High school (12 grades or fewer, incl. non-college",51,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"41763",1998,38,"2. High school (12 grades or fewer, incl. non-college",51,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","6. Permanently disabled","0. No gubernatorial race in state (includes Washington"
"41764",1998,52,"2. High school (12 grades or fewer, incl. non-college",47,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","1. Married","0. DK; NA; other; refused to answer; no Pre IW","6. Permanently disabled","9. DK; NA; did not vote; DK/NA/refused to say if"
"41765",1998,40,"1. Grade school or less (0-8 grades)",33,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","4. Separated","1. Democrats (including leaners)","6. Permanently disabled","9. DK; NA; did not vote; DK/NA/refused to say if"
"41766",1998,54,"2. High school (12 grades or fewer, incl. non-college",33,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","7. Homemaker","9. DK; NA; did not vote; DK/NA/refused to say if"
"41767",1998,33,"2. High school (12 grades or fewer, incl. non-college",53,"2. 17 to 33 percentile","1. White non-Hispanic","1. Male","3. Divorced","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"41768",1998,35,"2. High school (12 grades or fewer, incl. non-college",53,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"41769",1998,50,"3. Some college (13 grades or more but no degree;",53,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"41770",1998,32,"3. Some college (13 grades or more but no degree;",53,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"41771",1998,34,"3. Some college (13 grades or more but no degree;",12,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"41772",1998,73,"1. Grade school or less (0-8 grades)",9,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","5. Retired","1. Democrat"
"41773",1998,33,"4. College or advanced degree (no cases 1948)",9,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","2. Never married","2. Independents","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"41774",1998,41,"4. College or advanced degree (no cases 1948)",27,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","1. Working now","2. Republican"
"41775",1998,47,"2. High school (12 grades or fewer, incl. non-college",27,"2. 17 to 33 percentile","1. White non-Hispanic","1. Male","3. Divorced","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"41776",1998,77,"3. Some college (13 grades or more but no degree;",27,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","1. Working now","2. Republican"
"41777",1998,33,"2. High school (12 grades or fewer, incl. non-college",12,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","2. Republican"
"41778",1998,51,"4. College or advanced degree (no cases 1948)",24,"5. 96 to 100 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"41779",1998,51,"2. High school (12 grades or fewer, incl. non-college",27,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","3. Divorced","3. Republicans (including leaners)","1. Working now","2. Republican"
"41780",1998,36,"4. College or advanced degree (no cases 1948)",27,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","7. Homemaker","2. Republican"
"41781",1998,23,"3. Some college (13 grades or more but no degree;",27,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","3. Divorced","3. Republicans (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"41782",1998,32,"3. Some college (13 grades or more but no degree;",27,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","3. Other"
"41783",1998,38,"2. High school (12 grades or fewer, incl. non-college",27,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","7. Homemaker","2. Republican"
"41784",1998,60,"1. Grade school or less (0-8 grades)",13,"3. 34 to 67 percentile","2. Black non-Hispanic","2. Female","5. Widowed","1. Democrats (including leaners)","2. Temporarily laid off","1. Democrat"
"41785",1998,53,"2. High school (12 grades or fewer, incl. non-college",1,"1. 0 to 16 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","1. Democrat"
"41786",1998,35,"2. High school (12 grades or fewer, incl. non-college",27,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","2. Never married","1. Democrats (including leaners)","1. Working now","3. Other"
"41787",1998,27,"3. Some college (13 grades or more but no degree;",27,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","7. Partners; not married (VOLUNTEERED [exc.1986,2012])","3. Republicans (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"41788",1998,82,"2. High school (12 grades or fewer, incl. non-college",1,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","5. Retired","2. Republican"
"41789",1998,36,"3. Some college (13 grades or more but no degree;",51,"4. 68 to 95 percentile","3. Hispanic","2. Female","2. Never married","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"41790",1998,48,"4. College or advanced degree (no cases 1948)",8,"5. 96 to 100 percentile","1. White non-Hispanic","1. Male","3. Divorced","3. Republicans (including leaners)","1. Working now","2. Republican"
"41791",1998,39,"3. Some college (13 grades or more but no degree;",8,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","3. Divorced","1. Democrats (including leaners)","1. Working now","1. Democrat"
"41792",1998,29,"4. College or advanced degree (no cases 1948)",48,"2. 17 to 33 percentile","3. Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","2. Republican"
"41793",1998,42,"4. College or advanced degree (no cases 1948)",48,"5. 96 to 100 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","4. Unemployed","2. Republican"
"41794",1998,21,"2. High school (12 grades or fewer, incl. non-college",48,"1. 0 to 16 percentile","3. Hispanic","2. Female","3. Divorced","1. Democrats (including leaners)","4. Unemployed","9. DK; NA; did not vote; DK/NA/refused to say if"
"41795",1998,24,"1. Grade school or less (0-8 grades)",48,"1. 0 to 16 percentile","3. Hispanic","2. Female","4. Separated","3. Republicans (including leaners)","7. Homemaker","9. DK; NA; did not vote; DK/NA/refused to say if"
