ID,Gender,Marital Status,Work Status,Education,Annual Income (x1000 $),Age,Location,Purchasing Decision-maker,Purchasing Location,Monthly Electronics Spend,Monthly Household Spend,Purchasing Frequency (every x months),Technology Adoption,TV Viewing (hours/day),Favorite feature
922,male,single,professional,MA,27,20,Nevada,single,web (ebay),32,78,9,early,1,programming/interactive features
923,male,married,professional,none,640,80,Connecticut,family,specialty stores,55,125,2,early,2,cool gadget
924,male,married,professional,BA,44,36,Georgia,family,mass-consumer electronics,47,135,34,late,5,saving favorite shows to watch as a family
925,male,married,none,none,27,25,Maine,single,retail,19,53,12,early,0,time shifting
926,female,married,none,none,26,35,Connecticut,single,discount,12,31,17,early,1,time shifting
927,female,single,professional,BA,29,26,Tennessee,single,web (ebay),36,118,33,early,6,programming/interactive features
928,male,married,none,none,28,30,Rhode Island,family,retail,17,68,36,early,2,cool gadget
929,female,married,professional,PhD,53,31,Maine,family,specialty stores,60,166,2,early,2,time shifting
930,male,married,professional,none,33,60,Illinois,family,discount,19,53,6,early,1,cool gadget
931,female,married,professional,none,35,78,Arizona,single,retail,18,29,19,early,2,time shifting
932,female,single,professional,none,30,26,Utah,single,web (ebay),38,46,38,early,5,programming/interactive features
933,male,married,none,PhD,51,70,Hawaii,family,mass-consumer electronics,40,90,17,late,1,saving favorite shows to watch as a family
934,female,married,professional,none,29,76,Tennessee,single,discount,22,52,8,early,1,time shifting
935,male,married,professional,none,30,59,Idaho,single,discount,11,41,15,early,0,schedule control
936,male,married,professional,BA,50,56,Washington,family,mass-consumer electronics,45,218,45,late,4,saving favorite shows to watch as a family
937,female,married,none,none,35,26,Massachusetts,family,discount,18,86,45,early,0,time shifting
938,male,married,none,none,33,25,Pennsylvania,single,retail,21,61,47,early,0,time shifting
939,female,married,professional,BA,30,67,Connecticut,family,discount,15,31,15,early,1,schedule control
940,male,married,none,none,36,55,Colorado,family,retail,18,74,21,early,0,schedule control
941,female,single,none,BA,33,38,Iowa,family,retail,20,82,19,early,0,time shifting
942,female,married,professional,MA,55,37,Illinois,family,specialty stores,77,308,14,early,1,schedule control
943,male,married,none,PhD,48,72,Delaware,family,mass-consumer electronics,37,149,23,late,7,saving favorite shows to watch as a family
944,male,married,none,none,28,52,Nevada,family,discount,20,31,23,early,2,time shifting
945,female,married,professional,none,32,75,Arizona,single,discount,16,61,35,early,0,schedule control
946,female,single,professional,MA,35,29,Florida,single,retail,29,85,19,early,4,programming/interactive features
947,male,married,none,BA,32,48,Hawaii,single,retail,16,31,26,early,0,time shifting
948,male,married,professional,none,32,59,New Hampshire,family,discount,20,30,34,early,0,time shifting
949,male,married,none,none,24,58,Indiana,family,retail,17,74,13,early,1,cool gadget
950,male,single,none,none,48,40,South Dakota,single,mass-consumer electronics,45,81,33,late,7,saving favorite shows to watch as a family
951,male,single,professional,PhD,34,29,Kansas,single,discount,32,56,39,early,2,programming/interactive features
952,male,married,professional,none,31,71,Pennsylvania,family,discount,15,56,23,early,2,time shifting
953,female,married,professional,MA,29,47,Rhode Island,single,discount,21,97,30,early,2,time shifting
954,female,married,professional,none,34,79,Illinois,single,discount,20,63,31,early,2,schedule control
955,female,married,professional,BA,48,38,Idaho,family,mass-consumer electronics,40,154,40,late,4,saving favorite shows to watch as a family
956,male,single,professional,BA,29,27,New Hampshire,single,web (ebay),36,62,39,early,1,programming/interactive features
957,male,married,none,none,36,43,Idaho,family,discount,21,102,13,early,0,schedule control
958,male,married,none,none,26,70,Idaho,single,discount,19,61,10,early,2,schedule control
959,male,single,professional,none,54,52,Delaware,single,specialty stores,69,259,2,early,1,time shifting
960,male,married,none,none,29,52,New Jersey,single,retail,14,18,20,early,1,time shifting
961,male,single,professional,none,27,20,Delaware,single,retail,34,145,37,early,4,programming/interactive features
962,male,married,professional,none,24,22,Delaware,family,retail,17,69,8,early,0,time shifting
963,male,married,professional,BA,54,42,Illinois,family,specialty stores,60,95,10,early,1,cool gadget
964,male,married,professional,BA,54,42,New Jersey,family,specialty stores,36,114,10,early,2,time shifting
965,male,single,professional,none,30,43,Nevada,family,discount,14,34,7,early,1,schedule control
966,female,married,professional,none,32,73,Arizona,single,discount,13,43,35,early,1,schedule control
967,female,married,professional,BA,30,19,Kansas,single,discount,44,117,39,early,3,programming/interactive features
968,female,married,none,PhD,48,34,California,family,mass-consumer electronics,35,96,29,late,5,saving favorite shows to watch as a family
969,female,single,professional,MA,28,25,Idaho,single,discount,32,58,20,early,3,programming/interactive features
970,male,married,none,none,27,60,Rhode Island,family,retail,16,34,39,early,0,schedule control
971,female,married,none,MA,53,49,New Jersey,family,mass-consumer electronics,38,45,43,late,5,saving favorite shows to watch as a family
972,male,married,professional,PhD,53,37,Delaware,family,specialty stores,52,245,8,early,2,cool gadget
973,male,married,none,BA,29,63,Vermont,family,discount,15,55,12,early,1,cool gadget
974,male,married,none,none,30,61,Colorado,single,discount,12,57,26,early,0,cool gadget
975,female,married,none,none,27,26,Nevada,single,discount,15,27,35,early,1,time shifting
976,female,married,none,MA,46,60,Maryland,family,mass-consumer electronics,50,235,24,late,10,saving favorite shows to watch as a family
977,female,married,none,PhD,47,32,Arizona,family,mass-consumer electronics,42,177,30,late,8,saving favorite shows to watch as a family
978,male,married,professional,none,32,26,Colorado,single,discount,13,44,4,early,2,schedule control
979,female,single,professional,MA,32,24,South Carolina,single,web (ebay),36,102,48,early,5,programming/interactive features
980,male,single,none,none,31,45,Arkansas,single,discount,18,38,15,early,1,schedule control
981,female,married,none,BA,30,74,Maryland,family,retail,13,53,4,early,2,schedule control
982,female,married,professional,none,29,56,Vermont,family,retail,12,24,43,early,2,schedule control
983,female,married,professional,none,31,23,Arizona,single,retail,20,28,47,early,0,time shifting
984,male,married,none,none,25,44,New York,single,discount,12,50,27,early,0,time shifting
985,male,married,none,none,26,33,Pennsylvania,family,discount,12,45,38,early,1,time shifting
986,female,single,professional,none,31,49,Delaware,family,discount,15,59,24,early,1,schedule control
987,male,married,none,BA,51,79,Florida,family,mass-consumer electronics,37,134,44,late,4,saving favorite shows to watch as a family
988,male,single,professional,MA,25,22,Washington,single,discount,28,77,3,early,4,programming/interactive features
989,male,married,none,MA,44,54,Vermont,family,mass-consumer electronics,43,113,25,late,14,saving favorite shows to watch as a family
990,male,single,professional,none,26,32,New Hampshire,family,discount,16,69,3,early,2,cool gadget
991,male,married,professional,none,34,42,Hawaii,family,retail,20,47,26,early,2,schedule control
992,female,married,none,BA,29,50,Nevada,family,discount,19,82,20,early,2,schedule control
993,female,single,professional,none,30,20,Florida,single,discount,36,151,47,early,2,programming/interactive features
994,male,married,professional,none,31,79,New Hampshire,single,discount,12,54,38,early,1,time shifting
995,male,married,professional,BA,53,38,Maryland,family,specialty stores,40,123,11,early,1,cool gadget
996,female,single,professional,none,29,51,Florida,family,retail,15,54,21,early,2,schedule control
997,male,married,professional,MA,32,73,Maine,single,retail,15,73,21,early,0,schedule control
998,male,married,professional,none,28,65,Georgia,single,discount,10,29,11,early,1,schedule control
999,male,married,none,BA,49,67,Maine,family,mass-consumer electronics,41,55,23,late,10,saving favorite shows to watch as a family
1000,female,married,professional,none,33,58,Tennessee,single,retail,23,104,1,early,1,cool gadget
,,,,,,,,,,,,,,,
,,,,,21,18,,,,,,,,,
,,,,,730,80,,,,,,,,,
