Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,94000000,100000000,114000000,172000000,570819254.595406,350491202.931934,381259652.112456,405885818.525049,499991004.965365,573467421.839787,933903976.260898,1264688331.16862,1397196045.41608,1260527733.35506,797476861.32283,694712466.229255,488874111.042602,422679709.984832,719418050.366901,1667871568.72095,2332455289.06142,3998448522.46006,5183358086.40239,5005642759.8826,4341800916.32297,4178239335.03811,5078414947.87739,5136514575.67472,2163401815.57573,3895263157.89474,3787631578.94737,553947368.421053,3192894736.8421,3218947368.42105,4376052631.57894,3924786634.73868,7690731245.66746,9071369834.83859,7572512432.33634,114664434.562276,10885614182.2081,15119371191.19,8895774251.02491,11296278695.655,10619431769.7803,9857162232.86717,13470089671.5394,9511691608.26439,
"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,,,,,,,,,,,,,,,38.5044642857142,35.0662589194699,34.3873517786563,33.4987593052108,31.1554332874829,30.0751879699249,27.9643868878998,29.3962388650612,32.7819956616051,30.8587386548756,31.4638993155222,32.1465750572559,32.6881720430108,31.4006287111421,32.3595505617977,36.1028938906753,43.6386280896723,40.7647547797175,40.6483594303249,34.161415414445,36.1231498896067,34.2075374290139,29.5798319327732,23.7840159117621,20.6699707938757,29.6674123268952,35.6781528223268,47.1022737534088,47.7124713353324,43.2594490414462,47.3846227281441,44.7905629417667,49.4619715527146,48.3207230742638,49.7320058850976,55.8383172876064,52.348014157776,50.586507445749,49.9017889664462,51.068019451216,53.7370948112568,50.5663685160158,50.8007314419536,49.5129339978478,
"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,,,,,,,,,,,,,,,30.3571428571429,29.663608562691,36.5612648221345,38.1306865177834,40.7152682255847,41.8739155581261,41.6025900445166,40.1517650940285,33.9208242950108,35.3967884570632,37.8449988960036,35.6860295648553,42.4046920821115,45.8784491791825,46.4044943820224,39.2797427652732,31.0404292009963,31.7622610141313,31.9301282555669,25.1635967038294,20.0793196500122,21.2527964205817,18.6475840336135,18.1922972606455,19.7185591645279,20.6100342075257,19.9473905093078,18.8600530963862,19.134591638737,20.2844503436979,18.4646503402796,20.5348567248732,19.6993883914617,24.5737559113451,22.0008978117193,15.5810172910501,14.0725588326369,13.033004365281,10.9797725357866,11.0814318636859,11.348986783434,12.0186324642447,11.6845027904489,12.1488421976405,
"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,,,,4733146846.87441,4392210378.57729,5865654173.05726,6841146558.88365,8385859497.78697,12418425596.2867,14836348608.6071,13878587321.2458,14298672247.8024,16217555202.3757,19066907985.5922,17775779034.4503,16184754642.9159,20983170203.6603,24449139867.7503,28817852649.195,34513979389.0661,39511769411.6505,46420967921.3311,54656490922.0522,68525690449.4859,85992110565.2209,94813375106.943,95750319180.7643,84941678611.2438,97970763157.8947,114272473684.211,104209737105.263,110373500000,122018000000,148229544736.842,166725326382.374,191059859093.907,217000780575.904,242055051647.413,197562213536.54,234007413498.979,271150324717.739,263076202859.864,259477170273.589,265588179094.239,222159719442.712,212561990704.407,237435931909.168,
"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14736842.1052632,18157894.7368421,20789473.6842105,12105263.1578947,20289473.6842105,41510526.3157895,27040748.1411611,26163153.0713806,36979524.158943,199256272.635503,265724707.230903,100651423.32788,149001091.627564,135611213.219889,109761699.399391,75911178.8626671,88671089.3373571,114585606.132854,286428399.311965,
"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,,,,,,,,,,,,,,,372237301.395548,409811525.7166,398178295.085454,491207161.758543,627795268.756166,790059898.29561,1135109063.12871,1315466826.27731,1579178368.21775,1851157782.03236,1932462656.46393,1934321145.10093,1981450933.42544,2272548374.99827,2378967332.15807,2870230510.58109,3858958362.21637,4374439407.52951,4989041042.11512,6411573776.41462,9319972512.85125,11601561915.0929,15135481037.4243,15727332241.2562,11516738334.1296,12093368421.0526,14045894736.8421,14571315789.4737,14918421052.6316,13640342105.2632,17311228947.3684,19749687611.2251,21080904110.5557,29075806054.6048,30751381926.5056,28291461583.7679,34676135346.6716,38842713838.1296,40581113053.0429,42100104822.0114,42056108657.3272,34937198280.3624,35600531626.2336,37065214352.9574,
"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,4199302056.36852,3826160819.61094,5292781052.85527,6093162783.20336,7380264462.75732,11073633068.4186,12962568815.6075,11771062772.1192,12069924035.6079,13804200328.0575,16520870301.5295,15250650244.1562,13655160391.6416,17876771997.0393,20979971615.3176,24775903599.632,28805767364.4808,33711910014.3026,39822824728.6432,46237998209.0793,56897254714.6683,71767170168.553,76985066232.6345,77538264663.8011,71882783882.7839,83874236842.1053,98240526315.7895,87791578947.3684,93315868421.0526,104929500000,126589236842.105,141602986005.871,161484902705.436,176545189704.519,199222448138.818,158058040691.539,187335559423.942,215164018085.002,208795078493.292,202285344602.504,207482725331.088,174630973461.703,165520019750.607,187929243351.826,
"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,,,,,,,,,,,,,,,0.223214285714286,0.203873598369011,0.197628458498024,0.248138957816376,0.618982118294361,0.751879699248121,0.607041683528938,0.0989772352358961,0.054229934924078,0.0465441005352573,0.0441598586884523,0.0832812825317512,0.0782013685239492,0.0698567935731748,0.0963081861958265,0.0900321543408359,0.067062655681165,0.0748129675810473,0.070815957195688,0.0727096461463888,0.0695069098045629,,,,,2.38408174989338,2.24995503462334,2.57174333134673,1.38472393720233,2.43434240150636,2.18007265439363,1.71164720967601,1.70895382039624,1.53108287732296,1.48766396522883,1.65757761313508,1.51848926700203,2.04439238297346,2.12221117319432,1.81990983009059,1.92095821713197,2.02531760224517,2.28233007174527,2.24309480306457,
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,,,,,,,,,,,,,,,4571539357.76407,4235972345.32754,5690959347.94072,6584369944.9619,8008059731.51349,11863692966.7142,14097677878.7362,13086529598.3965,13649102403.8256,15655358110.0899,18453332957.9934,17184971389.2571,15636611325.067,20149320372.0376,23358938947.4756,27646134110.2131,32664725726.6972,38086349421.8321,44811865770.7583,52649571985.4939,66217227227.5196,83368732083.6459,92120547270.0588,93265596905.0573,83399522216.9135,95967605263.1579,112286421052.632,102362894736.842,108234289473.684,118569842105.263,143900465789.474,161352673617.096,182565806815.992,205620995759.124,229973830065.324,186349502275.307,222011694770.614,254006731923.131,249376191546.335,244385449424.516,249538833988.415,209568171742.065,201120551376.84,224994457704.784,
"Primary income receipts (BoP, current US$)",BX.GSR.FCTY.CD,,,,,,,,,,,,,,,161607489.110344,156238033.249754,174694825.116543,256776613.921753,377799766.273484,554732629.572511,738670729.870891,792057722.849258,649569843.976768,562197092.285836,613575027.598838,590807645.193227,548143317.848876,833849831.622661,1090200920.27468,1171718538.98191,1849253662.36887,1425419989.81843,1609102150.57281,2006918936.55829,2308463221.96634,2623378481.57496,2692827836.88419,2484722275.70701,1542156394.33031,2003157894.73684,1986052631.57895,1846842368.42105,2139210526.31579,3448157894.73684,4329078947.36842,5372652765.27838,8494052277.91459,11379784816.7795,12081221582.0889,11212711261.2325,11995718728.3648,17143592794.6075,13700011313.5287,15091720849.0727,16049345105.8239,12591547700.6467,11441439327.5669,12441474204.3837,
"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,,,,,,,,,,,,,,,30.9151785714286,35.0662589194699,28.8537549407115,28.1224152191894,27.5103163686383,27.299016772701,29.8259813840552,30.3530188056748,33.2429501084598,33.6979287875263,30.6469419297859,32.0841140953571,24.8289345063539,22.651065316102,21.1396468699839,24.5273311897106,25.2538800536501,27.3981712385703,27.3506963569125,40.6022782355792,43.7280235505765,44.5396661504044,51.7725840336136,58.0236868275924,59.6114700415968,47.338471715686,42.124501633742,31.4659298188582,31.7682130887282,34.0217582133493,31.9706542771828,32.9629331236842,29.1296862354278,25.5744381370682,26.7794323379542,26.9230878082084,32.0609377425851,34.3360958059967,36.9962273245729,36.0306388550076,32.9929601881772,35.3896814174943,35.232435695852,36.0951290014472,
"ICT service exports (% of service exports, BoP)",BX.GSR.CCIS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0217256956837,38.5372013549567,27.9189467410738,17.2199682483683,17.1667634512948,17.6635578945033,19.3591987341143,18.6479488136905,16.8700369695152,18.2904436327896,19.4760394560701,20.1594626155529,22.9477006069461,26.0954849266978,26.2763406431656,23.2536100120379,23.5925277384798,23.4069997334299,23.3694107111297,
"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5081842105.26316,5412894736.8421,4068157894.73685,2568947368.42105,2341605263.1579,3057778947.36842,3823381274.02382,3931156207.99961,4905099230.59636,5624564177.57135,5510056220.75355,6990522541.73078,8913509679.1868,10589838239.843,11062366954.1615,9779563493.41376,8242568195.3422,8333016342.85211,8661922173.10322,
"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,,400000,810000,1400000,1950000,1770000,10650000,13970000,11120000,13730000,13090000,14660000,16640000,18610000,23680000,24870000,22170000,26590000,31080000,56610000,53690000,49700000,54090000,52710000,75430000,93100000,100640000,104400000,123190000,109490000,124620000,127420000,120410000,122150000,113470000,119830000,99790000,86220000,79940000,89030000,82020000,68080000,66670000,61740000,64150000,49890000,46170000,44560000,39580000,45930000,50950000,47310000,46080000,32640000,39630000,32500000,35360000,,
"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,13600000,13010000,9660000,12120000,15660000,19900000,16000000,11250000,13720000,9330000,3890000,9200000,5500000,6560000,4630000,6110000,5890000,2390000,4650000,2720000,6440000,7489999.99999999,5319999.99999999,10660000,16570000,8990000.00000001,87650000,28180000,19390000,22860000,41800000,45740000,49170000,59020000,36210000,11270000,7440000,12740000,21000000,14180000,11950000,10260000,15100000,17890000,16780000,23110000,19090000,18170000,19990000,36220000,39260000,44580000,21390000,33100000,39730000,26630000,19360000,,
"Net capital account (BoP, current US$)",BN.TRF.KOGT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72439031.5475795,-54335785.0030381,186625274.543072,-44876390.2616434,-34369736.1486205,-43464201.3856741,78877147.5838911,-4712007.65052309,103323086.547037,-309385283.402059,26841689.7445713,-6450860.82973713,
"Net secondary income (BoP, current US$)",BN.TRF.CURR.CD,,,,,,,,,,,,,,,-38636237.7564575,-28406915.1363188,-33443829.1326716,-21127189.7530556,-25474498.5258692,4569461.52860388,-1837489.37778829,-16926165.0362307,-16699554.3276822,5600430.80437997,-23894437.7924443,7249173.56065309,58494445.9329896,77392059.5746878,208493766.189134,137697232.2118,102037986.967975,88361494.2668056,171941142.217832,287479677.323487,229398293.103952,-1017407666.82694,-1182459456.04878,-1509317708.5339,-2462557732.12295,-1728263157.89474,-1924236842.10526,-2151842105.26316,-2780500000,-2447342105.26316,-3913526315.78947,-4477487093.95367,-4560261822.51778,-4668034181.86521,-5261741921.47102,-5580385972.69525,-6769716022.94662,-6883965533.7894,-5977740161.36569,-5556615486.36874,-5327046197.16417,-5496728923.57471,-4501712538.75975,-4037346765.47813,
"Reserves and related items (BoP, current US$)",BN.RES.INCL.CD,,,,,,,,,,,,,,,195151934.209835,68001263.4881604,802506331.707561,311418202.245216,282699427.072443,826446643.618803,498763236.144425,-419458606.286053,-263710654.932052,-12871199.0119197,491888029.170171,1147863027.08541,1461391252.97604,1138860389.91551,-458179346.106555,1234886873.21879,1951248431.18071,1236494154.80586,6618173910.17772,11349560991.327,-3160064881.5795,-1762685747.25686,2513265169.20892,-3874655279.49718,10017742757.7345,4711880140.54458,-1008791415.58791,1000271122.47385,3656819732.72923,10180646508.0924,22050040515.5965,3619608126.37564,6863781872.28557,13143708409.5997,-3450314087.91188,3917865331.52573,-36914959.7429878,31156177647.86,3846380311.07787,-1371614456.0312,-13193913917.6672,-14518135861.4644,1452012987.73062,3932058119.34858,
"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,,,,,,,,,,,,,,,-12463302.5020831,-268194698.78701,-51542842.5456468,-62568985.0378954,-79014122.54634,-194202114.965665,11024936.2667297,-1131015027.80557,-600755762.095851,-667743672.82992,-1107677866.23545,-1941570318.66159,-29828293.6214583,-139702589.591231,447917926.263469,107056829.333571,254725264.568603,-170177692.661996,1122328140.64105,708598555.997351,1649228924.50814,435632560.639007,268289120.279975,247761291.297251,-283102404.841535,1024473684.21053,2532105263.1579,411842105.263158,1398947368.42105,-978157894.736842,-8388684210.52632,3700304284.87156,-3435892077.72614,-5388143289.40851,23960720565.7931,291400434.395437,-14993955885.4519,-8678199801.41139,-20680620511.3543,813576327.612195,11883324573.9358,7226139458.30049,3331962144.37436,2571820493.04381,
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,,,,,,,,,,,,,,,-570819254.595405,-350491202.931934,-381259652.112456,-405885818.525049,-499991004.965365,-573467421.839787,-933903976.260897,-1264688331.16862,-1397196045.41608,-1260527733.35506,-797476861.322828,-694712466.229254,-488874111.042602,-422679709.984833,-719418050.366902,-1667871568.72095,-2332455289.06142,-3998448522.46006,-5183358086.40239,-5005642759.8826,-4341800916.32297,-4178239335.0381,-5078414947.87739,-5136514575.67472,-2163401815.57573,-2472894736.84211,-1761578947.36842,-287105263.157895,-1298684210.52632,-1103684210.52632,-2562894736.84211,-993682959.956471,-53139540.9150182,2744191223.46663,7827500376.04625,6626128851.69466,4463836202.40628,2988992964.92797,8001103205.83825,2111932921.02853,5440442694.20483,684809210.773011,-3372771601.04793,-3753215537.49554,
"Net errors and omissions (BoP, current US$)",BN.KAC.EOMS.CD,,,,,,,,,,,,,,,-93474768.7656231,-92740222.9450409,-300207548.567393,-396134807.869792,-474948277.600951,-339054045.422408,-705595921.070702,-626268106.340536,-428193700.709801,-395476575.263139,-886654316.655344,-161092745.792291,490811013.225813,119064707.037981,-310831365.71054,-421582410.685994,1066592726.0964,-196358876.148457,-7851193.70857679,3552316445.19724,80403720.6726475,-757066301.532133,-2532649295.44296,-134011487.545285,3290460264.37331,-1295500000,-3186578947.36842,-2430526578.94737,-312894736.842105,93894736.8421054,1863197368.42105,-6632750337.26238,-7460418680.75288,-5201107241.82467,-8592078218.08328,-5241579846.07015,-19990767345.7416,-8948883711.32056,-5145935491.2921,-6193911896.49224,-3965999600.65508,-8273422487.17024,-5810538627.47548,-6572066354.71317,
"Net trade in goods (BoP, current US$)",BN.GSR.MRCH.CD,,,,,,,,,,,,,,,240541738.290203,275296427.57109,1480971445.35736,1541472267.75179,1620005397.7807,3159782647.02958,2393329914.56924,-115011121.400029,-731354840.81234,438126009.850341,2930908807.07678,3573439833.53749,3214482863.25793,5783369703.19154,5426565771.63696,4277474074.09686,2525440177.45737,390899614.554798,3150291475.56644,3036795456.26715,1577208530.16156,-103417812.287354,3848259648.22328,3509536913.88488,17504953017.9965,22470131578.9474,20721289473.6842,18266842105.2632,18094657894.7368,25647921052.6316,27372102631.579,32981557785.6398,38041835538.5829,38113020960.7726,50831096977.7554,40731049060.0332,38403087523.9454,45938381866.9075,36643050314.3316,30577423602.19,34605096541.2989,27943872925.6544,24534516902.7908,27249600100.0218,
"Net trade in goods and services (BoP, current US$)",BN.GSR.GNFS.CD,,,,,,,,,,,,,,,-85581343.8476368,-163339762.033833,1046988580.25928,982414323.517085,889016821.43669,1841949942.18022,571918568.836603,-1655292139.69702,-2421435377.51392,-1674959612.87918,609308163.707328,1581125299.95134,1620799746.91145,4461354572.71315,3600145105.55156,2355988568.29948,899856740.14511,-1798865482.04892,803569676.072836,-67596572.7760677,-1154993731.55826,-3482664705.67683,1411002039.99098,940213221.637337,15895015129.7977,19828236842.1053,18019763157.8947,16181578947.3684,16565236842.1053,21756552631.579,25414723684.2105,30775516791.1239,35471715593.5766,38520460699.6926,51312688997.9359,41550972362.834,40434587033.4149,46436559656.0955,33875636891.4224,27540338200.2867,31341553651.0205,22711690709.6705,19990334093.9068,21935194875.7824,
"Net primary income (BoP, current US$)",BN.GSR.FCTY.CD,,,,,,,,,,,,,,,-414197086.485894,-299525855.187362,-427687556.08487,-514365812.064777,-736601601.442929,-905210328.816428,-836057666.893671,-796831769.397938,-1147130924.20156,-1812816371.14084,-2242236974.98741,-2188444951.58827,-1780787867.24472,-1963377019.05631,-1941359537.18966,-2179160219.15886,-1871805536.3002,-2472303701.72844,-3142832841.54329,-3210837206.86299,-3594541692.44116,-4143500533.22729,-4690488753.22071,-5366146991.999,-3903806338.58895,-5496315789.47368,-7607631578.94737,-6742894473.68421,-6595000000,-5928052631.57895,-6421763157.89474,-6318083337.57146,-4711944415.67074,-4082333310.31385,-7136578124.41962,-4169625758.95034,-8021051813.53589,-7060949970.60767,-11582160529.0359,-10778506786.7014,-11168031475.4783,-8147322671.94817,-8355774647.48162,-8447747749.09696,
"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,,,,,,,,,,,,,,,-631889436.855612,-584012755.302555,285649646.474348,50786513.8294606,-348007556.133061,602255029.469991,-971572508.505557,-3095318180.47173,-4013459556.75296,-3877652128.47878,-2543477565.72787,-761163223.868574,389317338.825527,2694434320.26951,1556447968.84049,-107056829.333571,196681916.909284,-4379166565.65901,-2175173216.9612,561362342.881673,-4439733410.22283,-9400639207.26319,-6994595464.72147,-6069262966.44084,12819111323.4592,11308157894.7368,5301315789.47368,4856315789.47368,6876842105.26316,13475052631.5789,16942631578.9474,13347196022.3363,18666651643.0876,24514650180.6858,30508916008.5051,26514504394.8567,5618682115.04212,23499296238.9921,11248678230.4683,5006545952.64518,10983792789.7965,484831133.923174,1347714230.87099,2871295395.83996,
Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,,,,,,,,,,,,,,,-5.66986590060116,-5.28318159461672,5.30181465877902,3.40138357791704,0.77599828675404,4.4372755029608,-1.08614923311123,-9.87440035374946,-13.3756607616786,-11.4746097775247,-4.8811200082041,-1.92329288377877,-0.36594654733204,8.00259145032764,5.29396029156895,0.809619506017545,-1.97598420215671,-8.5115398733585,-3.66304908821779,-4.47115443413525,-6.06909233926229,-9.74418391868347,-4.42412010068572,-5.93493554436093,13.2034746284829,15.923974119415,9.04991849068886,7.85355934414698,7.12947402482177,12.1423505560344,12.0877483129381,13.9199994956448,16.1038501796188,15.3812595680627,16.8596518141787,15.7230001692597,10.0557447117162,10.9049942367115,5.18877139791867,3.46613288891246,4.39164342217662,3.05890653984619,2.40537153849742,3.00476333810772,
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,,,,,,,,,,,,,,,-538414668.089989,-491272532.357514,585857195.041741,446921321.699253,126940721.467891,941309074.892398,-265976587.434855,-2469050074.13119,-3585265856.04316,-3482175553.21564,-1656823249.07252,-600070478.076283,-101493674.400287,2575369613.23153,1867279334.55103,314525581.352423,-869910809.187116,-4182807689.51055,-2167322023.25262,-2990954102.31557,-4520137130.89547,-8643572905.73106,-4461946169.27851,-5935251478.89555,9528651059.08584,12603657894.7368,8487894736.84211,7286842368.42105,7189736842.10526,13381157894.7368,15079434210.5263,19979946359.5987,26199509355.3881,29770093207.5135,38914368952.0453,31800960631.1884,25643819196.9323,32491644151.6984,16315736201.0208,11205215927.2166,14846475978.3781,9067639114.14761,7132790870.80598,9449989082.95486,
Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.720965,,,,,1.627221,,,,,,0.7402412,,,,,,,,,,,,,,
Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.10.TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336000,,,,,360000,,,,,,186000,,,,,,,,,,,,,,
Proportion of population pushed below the $3.10 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP2.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.423261,,,,,0.1999875,,,,,,0.2284573,,,,,,,,,,,,,,
Increase in poverty gap at $3.10 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line),SH.UHC.NOP2.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09531,,,,,0.06568,,,,,,0.04302,,,,,,,,,,,,,,
Number of people pushed below the $3.10 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.NOP2.TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83000,,,,,44000,,,,,,58000,,,,,,,,,,,,,,
Increase in poverty gap at $3.10 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),SH.UHC.NOP2.CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0029545,,,,,0.002036,,,,,,0.0013335,,,,,,,,,,,,,,
Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1855072,,,,,0.0160226,,,,,,0.0854669,,,,,,,,,,,,,,
Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line),SH.UHC.NOP1.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01954,,,,,0.0117,,,,,,0.00849,,,,,,,,,,,,,,
Number of people pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.NOP1.TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,,,,,4000,,,,,,22000,,,,,,,,,,,,,,
Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),SH.UHC.NOP1.CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003713,,,,,0.0002224,,,,,,0.0001614,,,,,,,,,,,,,,
"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,72,68,73,68,69,71,70,73,72,76,80,86,91,92,88,92,,
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,,
Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,79,76,72,52,66,45,71,75,73,76,76,78,76,78,78,,,
"Prevalence of severe wasting, weight for height (% of children under 5)",SH.SVR.WAST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prevalence of severe wasting, weight for height, male (% of children under 5)",SH.SVR.WAST.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prevalence of severe wasting, weight for height, female (% of children under 5)",SH.SVR.WAST.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prevalence of wasting, weight for height (% of children under 5)",SH.STA.WAST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3,,,,,,,,,,,,,,,,8,11.5,,
"Prevalence of wasting, weight for height, male (% of children under 5)",SH.STA.WAST.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prevalence of wasting, weight for height, female (% of children under 5)",SH.STA.WAST.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8,,,,,22.6,,,,,23,,,,,22.3,,,
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,,,,,5.4,,,,,5.1,,,,,5.4,5.5,,
"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7,,,,,,,17.2,,,,,,,,,17.7,20.7,,
"Prevalence of stunting, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2000007629395,,,,,,,,,,,,
"Prevalence of stunting, height for age, female (% of children under 5)",SH.STA.STNT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2000007629395,,,,,,,,,,,,
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0551448912399,78.3528455737056,78.6462008178694,78.9354564661961,79.2206445307997,79.5009630433911,79.7770791048487,80.0488215674474,80.316228845618,80.5787266731104,80.8367693875189,81.0901965116571,81.335434399074,81.5723855288556,81.7876922367524,81.9262872711203,,,
"People using safely managed sanitation services, urban  (% of urban population)",SH.STA.SMSS.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"People using safely managed sanitation services, rural (% of rural population)",SH.STA.SMSS.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",SH.STA.POIS.P5.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,0.7,,,,,0.7,,,,,0.6,0.6,,
"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",SH.STA.POIS.P5.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,0.4,,,,,0.4,,,,,0.3,0.3,,
"Mortality rate attributed to unintentional poisoning  (per 100,000 population)",SH.STA.POIS.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,0.6,,,,,0.5,,,,,0.5,0.5,,
"Prevalence of overweight, weight for height (% of children under 5)",SH.STA.OWGH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,,,,,,,,,,,,,,,7.1,6,,
"Prevalence of overweight, weight for height, male (% of children under 5)",SH.STA.OWGH.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prevalence of overweight, weight for height, female (% of children under 5)",SH.STA.OWGH.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
